Capital or Revenue,Directorate,Transaction Number,Date,Service Area,Expenses Type,Amount,Supplier Name
Revenue,Childrens Services,5105645141,03.01.2014,Children placed with Family & Friends,Boarding Out Allowances,60.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645860,10.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645860,10.01.2014,Children placed with Family & Friends,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Resources,5105649189,24.01.2014,Staff Benefits,Payment to Private Contractors,178.21,REDACTED PERSONAL DATA
Revenue,Resources,5105649188,24.01.2014,Staff Benefits,Payment to Private Contractors,159.25,REDACTED PERSONAL DATA
Revenue,Resources,5105649190,24.01.2014,Staff Benefits,Payment to Private Contractors,243.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645085,03.01.2014,Leaving Care Costs,Support Children,120.89,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647347,17.01.2014,Leaving Care Costs,Support Children,120.89,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648729,24.01.2014,Leaving Care Costs,Support Children,120.89,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650647,31.01.2014,Leaving Care Costs,Support Children,120.89,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650647,31.01.2014,Leaving Care Costs,Accommodation Costs - Service Users,57.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647347,17.01.2014,Leaving Care Costs,Accommodation Costs - Service Users,57.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648729,24.01.2014,Leaving Care Costs,Accommodation Costs - Service Users,57.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645085,03.01.2014,Leaving Care Costs,Accommodation Costs - Service Users,57.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645804,10.01.2014,Leaving Care Costs,Accommodation Costs - Service Users,57.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645804,10.01.2014,Leaving Care Costs,Support Children,120.89,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645085,03.01.2014,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648729,24.01.2014,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650647,31.01.2014,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645804,10.01.2014,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647347,17.01.2014,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105649336,29.01.2014,Mental Health Residential Care,Charges from Independent Providers,"1,622.60",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105649336,29.01.2014,Mental Health Residential Care,Charges from Independent Providers,"1,622.60",REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105649336,29.01.2014,Mental Health Residential Care,Charges from Independent Providers,"1,622.60",REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647289,17.01.2014,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650589,31.01.2014,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648669,24.01.2014,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645337,06.01.2014,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645748,10.01.2014,Adoption Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648669,24.01.2014,In-house Fostering,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650589,31.01.2014,In-house Fostering,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645748,10.01.2014,In-house Fostering,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647289,17.01.2014,In-house Fostering,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645337,06.01.2014,In-house Fostering,Boarding Out Allowances,146.09,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648667,24.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648667,24.01.2014,Children placed with Family & Friends,Boarding Out Allowances,225.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645746,10.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645746,10.01.2014,Children placed with Family & Friends,Boarding Out Allowances,225.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650587,31.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650587,31.01.2014,Children placed with Family & Friends,Boarding Out Allowances,225.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647287,17.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647287,17.01.2014,Children placed with Family & Friends,Boarding Out Allowances,225.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645335,06.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645335,06.01.2014,Children placed with Family & Friends,Boarding Out Allowances,225.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645053,03.01.2014,Children placed with Family & Friends,Boarding Out Allowances,30.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648694,24.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648694,24.01.2014,Children placed with Family & Friends,Boarding Out Allowances,30.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645053,03.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645773,10.01.2014,Children placed with Family & Friends,Boarding Out Allowances,30.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650614,31.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650614,31.01.2014,Children placed with Family & Friends,Boarding Out Allowances,30.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647314,17.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647314,17.01.2014,Children placed with Family & Friends,Boarding Out Allowances,30.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645773,10.01.2014,Children placed with Family & Friends,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Resources,5105649151,24.01.2014,Staff Benefits,Payment to Private Contractors,225.00,REDACTED PERSONAL DATA
Revenue,Resources,5105649153,24.01.2014,Staff Benefits,Payment to Private Contractors,243.00,REDACTED PERSONAL DATA
Revenue,Resources,5105649152,24.01.2014,Staff Benefits,Payment to Private Contractors,243.00,REDACTED PERSONAL DATA
Revenue,Resources,5105649150,24.01.2014,Staff Benefits,Payment to Private Contractors,80.00,REDACTED PERSONAL DATA
Revenue,Resources,5105649155,24.01.2014,Staff Benefits,Payment to Private Contractors,243.00,REDACTED PERSONAL DATA
Revenue,Resources,5105649156,24.01.2014,Staff Benefits,Payment to Private Contractors,243.00,REDACTED PERSONAL DATA
Revenue,Resources,5105649154,24.01.2014,Staff Benefits,Payment to Private Contractors,243.00,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105648384,22.01.2014,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,799.50,REDACTED PERSONAL DATA
Revenue,Resources,5105649181,24.01.2014,Staff Benefits,Payment to Private Contractors,154.38,REDACTED PERSONAL DATA
Revenue,Resources,5105649182,24.01.2014,Staff Benefits,Payment to Private Contractors,243.00,REDACTED PERSONAL DATA
Revenue,Resources,5105649183,24.01.2014,Staff Benefits,Payment to Private Contractors,243.00,REDACTED PERSONAL DATA
Revenue,Economy & Environment,5105645664,08.01.2014,Medina Leisure Centre,Catering Purchases,43.35,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,21.92,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,20.76,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,18.30,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650091,29.01.2014,Medina Leisure Centre,Stock Purchases,8.82,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650091,29.01.2014,Medina Leisure Centre,Stock Purchases,8.34,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647988,27.01.2014,Medina Leisure Centre,Stock Purchases,85.14,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105640652,02.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,9.10,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105640652,02.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,17.28,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105640652,02.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,17.28,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105645677,15.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,14.40,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647993,24.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,72.00,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647993,24.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,25.94,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647993,24.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,58.75,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647993,24.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,5.21,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647993,24.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,32.20,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647993,24.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,8.14,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647993,24.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,13.35,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647993,24.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,22.65,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647993,24.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,22.65,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105645677,15.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,43.68,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105645677,15.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,11.82,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,48.00,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,12.97,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,13.59,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,13.59,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,13.44,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,36.24,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,47.00,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,19.40,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650366,31.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,15.89,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105645677,15.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,8.45,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105645677,15.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,39.20,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105645677,15.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,70.50,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105640652,02.01.2014,Medina Leisure Centre,Consumable Cleaning Materials,26.20,LAKE CLEANING & CATERING SUPPLIES
Revenue,Community Wellbeing & Social Care,5105650363,29.01.2014,Plean Dene,Consumable Cleaning Materials,13.97,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105647551,17.01.2014,Beaulieu House,Consumable Cleaning Materials,69.05,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649015,24.01.2014,Youth- Ryde  (Well St),Consumable Cleaning Materials,8.67,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649015,24.01.2014,Youth- Ryde  (Well St),Consumable Cleaning Materials,3.64,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649015,24.01.2014,Youth- Ryde  (Well St),Consumable Cleaning Materials,23.75,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649015,24.01.2014,Youth- Ryde  (Well St),Consumable Cleaning Materials,14.40,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649258,29.01.2014,Youth- Sandown/Lake,Consumable Cleaning Materials,4.07,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649258,29.01.2014,Youth- Sandown/Lake,Consumable Cleaning Materials,4.24,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649258,29.01.2014,Youth- Sandown/Lake,Consumable Cleaning Materials,14.40,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649258,29.01.2014,Youth- Sandown/Lake,Consumable Cleaning Materials,8.67,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649258,29.01.2014,Youth- Sandown/Lake,Consumable Cleaning Materials,7.28,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105650365,29.01.2014,Westridge Squash Courts,Consumable Cleaning Materials,63.61,LAKE CLEANING & CATERING SUPPLIES
Revenue,Economy & Environment,5105647969,20.01.2014,Westridge Squash Courts,Consumable Cleaning Materials,77.94,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105647162,15.01.2014,Youth- Cowes,Consumable Cleaning Materials,14.40,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105647162,15.01.2014,Youth- Newport,Consumable Cleaning Materials,14.40,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105647162,15.01.2014,Youth- Newport,Consumable Cleaning Materials,17.34,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105649015,24.01.2014,Youth- Newport,General Materials,9.02,LAKE CLEANING & CATERING SUPPLIES
Revenue,Childrens Services,5105647162,15.01.2014,Youth- West Wight,Consumable Cleaning Materials,17.34,LAKE CLEANING & CATERING SUPPLIES
